	control1	control2	control3	dmd1	dmd2	dmd3
ENSG00000259180	0	0	0	0	0	0
ENSG00000259369	0	1	0	0	0	0
ENSG00000069869	307	170	239	160	333	212
ENSG00000230183	15	0	1	0	1	1
ENSG00000239703	0	0	0	0	0	0
ENSG00000261333	0	0	0	0	0	0
ENSG00000181827	1603	967	970	469	862	692
ENSG00000261072	0	0	0	0	0	0
ENSG00000151575	604	365	553	417	699	364
ENSG00000275417	0	0	0	0	8	0
ENSG00000199784	0	0	0	0	0	0
ENSG00000261174	0	0	1	0	0	0
ENSG00000259941	6	2	0	0	1	0
ENSG00000261823	1	0	0	0	0	1
ENSG00000138587	765	332	661	1104	2413	1067
ENSG00000277245	21	19	1	0	3	3
ENSG00000260392	3	0	0	1	0	0
ENSG00000137871	796	542	638	504	805	572
ENSG00000276696	0	0	0	0	0	0
ENSG00000285253	5	0	0	0	2	6
ENSG00000274667	24	1	13	0	2	1
ENSG00000279683	0	0	0	0	0	0
ENSG00000285331	95	65	69	13	84	66
ENSG00000225625	0	0	0	0	0	0
ENSG00000276524	7	2	0	1	13	6
ENSG00000275343	5	0	5	3	0	0
ENSG00000140262	6519	4478	5070	2359	5439	4080
ENSG00000260689	0	0	0	0	0	0
ENSG00000239035	0	0	0	0	0	0
ENSG00000247982	32	24	14	3	31	26
ENSG00000260172	0	0	0	0	0	0
ENSG00000260870	0	0	0	0	0	0
ENSG00000128849	749	353	589	986	3021	1525
ENSG00000252984	0	0	0	0	0	0
ENSG00000261489	0	0	0	0	0	0
ENSG00000261265	0	0	0	0	0	0
ENSG00000276772	5	0	0	15	7	3
ENSG00000240874	0	0	1	0	0	0
ENSG00000263155	25	17	22	83	281	233
ENSG00000137878	2	9	4	30	76	41
ENSG00000255529	718	701	743	382	798	647
ENSG00000261219	0	0	0	0	0	0
ENSG00000128918	24	17	19	297	257	147
ENSG00000259477	0	0	0	0	0	0
ENSG00000274719	0	0	0	0	0	3
ENSG00000259285	0	0	0	0	0	0
ENSG00000103569	5	2	2	2	4	8
ENSG00000259651	0	0	0	0	0	0
ENSG00000259626	0	0	0	0	0	0
ENSG00000259600	0	1	0	0	0	0
ENSG00000259379	0	0	0	1	0	0
ENSG00000259671	0	0	0	0	0	0
ENSG00000240934	0	0	0	0	0	0
ENSG00000166035	26	31	23	128	210	171
ENSG00000259293	1	0	0	0	0	0
ENSG00000277229	0	0	0	0	0	0
ENSG00000277790	0	0	0	0	0	0
ENSG00000259476	0	0	0	0	0	0
ENSG00000259250	0	0	0	0	0	0
ENSG00000137845	1625	1048	1507	601	1342	950
ENSG00000270986	0	0	0	0	0	0
ENSG00000182625	0	0	0	0	0	0
ENSG00000282100	23	1	14	7	14	21
ENSG00000199730	0	0	0	0	0	0
ENSG00000278513	0	0	0	0	0	0
ENSG00000286897	0	0	0	0	0	0
ENSG00000259173	0	0	0	1	0	0
ENSG00000200318	0	0	0	0	0	0
ENSG00000245975	1	2	12	7	4	0
ENSG00000128923	1545	1034	1262	642	1130	863
ENSG00000259402	2	0	0	0	0	0
ENSG00000259353	0	0	0	0	0	0
ENSG00000259738	0	0	0	0	0	0
ENSG00000157450	633	416	470	257	420	284
ENSG00000242747	7	13	0	0	0	0
ENSG00000137776	6828	3448	4490	1856	4408	2349
ENSG00000225798	0	0	0	0	0	0
ENSG00000259393	0	0	0	0	0	0
ENSG00000241640	0	0	0	0	0	0
ENSG00000157456	837	721	713	325	707	572
ENSG00000277144	5	2	0	0	0	1
ENSG00000259732	0	0	0	0	0	0
ENSG00000157483	539	340	370	682	695	629
ENSG00000253030	0	0	0	0	0	0
ENSG00000171989	0	0	0	0	0	0
ENSG00000200070	1	0	0	0	0	0
ENSG00000259771	7	4	0	0	0	0
ENSG00000199512	0	0	0	0	0	0
ENSG00000259735	0	0	0	0	2	0
ENSG00000157470	192	78	118	37	200	130
ENSG00000259750	2	5	4	10	2	1
ENSG00000259674	0	0	0	0	0	0
ENSG00000200252	0	0	0	0	0	0
ENSG00000243780	0	0	1	0	0	0
ENSG00000240238	1	0	1	1	0	2
ENSG00000201704	0	0	0	0	0	0
ENSG00000140297	10	5	1	10	2	0
ENSG00000140307	1168	780	951	643	1120	854
ENSG00000227161	0	0	0	0	0	0
ENSG00000140299	948	710	774	441	916	588
ENSG00000259657	0	0	0	0	0	0
ENSG00000259238	0	0	0	0	0	0
ENSG00000234797	18	39	38	22	37	32
ENSG00000286495	0	0	0	0	0	0
ENSG00000259601	1	0	0	0	0	0
ENSG00000259573	0	0	0	0	0	0
ENSG00000171956	170	122	86	62	120	33
ENSG00000259558	0	0	0	0	0	0
ENSG00000259223	6	2	5	2	5	3
ENSG00000287915	0	0	0	0	2	2
ENSG00000182718	3207	2192	2469	2250	6139	3059
ENSG00000240163	0	0	0	0	0	2
ENSG00000242667	0	0	0	1	0	0
ENSG00000273721	0	0	0	0	0	0
ENSG00000128915	1580	1011	1323	718	998	754
ENSG00000245534	20	0	2	29	15	3
ENSG00000069667	561	433	450	603	955	1035
ENSG00000259274	1	0	0	0	3	11
ENSG00000259513	0	0	0	0	0	0
ENSG00000273958	2	0	19	0	5	0
ENSG00000286457	0	0	0	0	2	0
ENSG00000287508	1	0	0	0	0	0
ENSG00000277413	0	0	0	0	0	0
ENSG00000259482	0	0	0	0	0	0
ENSG00000212625	0	0	0	0	0	0
ENSG00000259591	0	0	0	0	0	0
ENSG00000273792	0	0	3	0	0	0
ENSG00000259481	0	0	0	0	0	0
ENSG00000259575	0	0	0	0	0	0
ENSG00000276473	0	0	1	0	0	0
ENSG00000259616	0	0	0	0	4	1
ENSG00000259530	0	0	0	0	0	0
ENSG00000259675	0	0	0	0	0	0
ENSG00000271195	0	0	0	0	0	0
ENSG00000259284	0	0	0	0	0	0
ENSG00000259564	0	0	0	0	0	0
ENSG00000129003	1460	905	904	606	1322	1011
ENSG00000285863	0	0	0	0	0	0
ENSG00000259251	8	5	5	5	16	7
ENSG00000198535	35	36	24	9	19	17
ENSG00000259466	0	0	0	0	0	0
ENSG00000205502	17	6	24	21	98	24
ENSG00000259697	0	0	1	1	4	1
ENSG00000166104	1	0	2	0	0	0
ENSG00000259878	0	0	0	0	0	0
ENSG00000276713	0	0	0	1	0	0
ENSG00000260062	4	0	0	0	1	1
ENSG00000260375	0	0	0	0	0	0
ENSG00000261296	0	0	0	0	0	0
ENSG00000260957	0	0	0	0	0	0
ENSG00000277919	0	0	0	0	0	0
ENSG00000275451	0	0	0	0	0	0
ENSG00000259557	4	0	0	0	0	0
ENSG00000274340	6	4	1	0	0	0
ENSG00000171914	1509	984	886	774	1547	1026
ENSG00000259458	0	0	0	0	0	2
ENSG00000259756	0	0	0	0	0	0
ENSG00000211137	0	0	0	0	0	0
ENSG00000259370	1	0	0	18	22	29
ENSG00000259727	0	0	0	0	0	0
ENSG00000259394	0	4	11	2	10	11
ENSG00000140416	3493	2424	3024	5810	15278	8777
ENSG00000259498	2	0	7	0	5	3
ENSG00000259627	30	9	42	0	1	0
ENSG00000259672	0	0	0	0	0	0
ENSG00000103642	374	220	316	135	420	324
ENSG00000185088	6179	3632	5622	3955	8115	4212
ENSG00000166128	2695	1715	1659	857	1675	1148
ENSG00000138613	482	411	325	181	470	251
ENSG00000074410	1479	1049	1334	855	1611	917
ENSG00000259459	0	0	4	12	1	0
ENSG00000259268	0	0	0	0	0	0
ENSG00000276651	23	8	25	8	9	18
ENSG00000140455	2670	1845	2260	1017	1404	1160
ENSG00000259248	12	16	20	26	22	34
ENSG00000197361	44	33	35	72	134	105
ENSG00000103657	2991	1913	1689	1090	1665	1740
ENSG00000259589	0	0	0	0	0	0
ENSG00000199156	0	0	0	0	0	0
ENSG00000275785	0	0	0	0	0	0
ENSG00000035664	168	114	109	26	98	66
ENSG00000259351	0	0	0	0	0	0
ENSG00000166797	1343	1144	1728	1104	1378	1199
ENSG00000028528	1449	925	1060	617	1370	828
ENSG00000201071	0	0	0	0	0	0
ENSG00000157734	64	38	52	52	74	46
ENSG00000166794	1318	1069	1204	1311	1906	1416
ENSG00000169118	543	386	493	247	707	416
ENSG00000259316	0	0	0	0	0	0
ENSG00000252774	0	0	0	0	0	0
ENSG00000166803	2257	2008	2230	864	1595	1207
ENSG00000103671	480	322	366	215	468	293
ENSG00000206781	0	0	0	0	0	0
ENSG00000180357	4164	2102	2276	826	1714	1411
ENSG00000259682	11	1	7	0	0	0
ENSG00000248415	0	0	0	0	0	0
ENSG00000243403	13	3	9	25	16	7
ENSG00000239465	2	0	4	1	2	0
ENSG00000207223	3	1	0	0	0	2
ENSG00000207162	0	0	0	0	0	0
ENSG00000180304	2106	1469	1926	1591	2266	1590
ENSG00000265967	10	4	5	9	6	1
ENSG00000264937	0	0	0	0	0	0
ENSG00000259635	6	0	0	0	0	0
ENSG00000166831	182	202	186	126	263	166
ENSG00000221033	0	0	0	0	0	0
ENSG00000140451	157	75	74	23	59	24
ENSG00000241839	167	137	193	109	220	186
ENSG00000249240	0	0	0	0	0	0
ENSG00000287494	0	0	0	0	0	0
ENSG00000166839	117	89	94	53	119	55
ENSG00000275332	0	0	3	0	0	0
ENSG00000274383	47	12	12	3	24	4
ENSG00000090487	2626	1932	2414	1260	2134	1695
ENSG00000103707	231	161	339	175	281	110
ENSG00000270218	0	0	0	0	0	0
ENSG00000186198	5	0	4	0	5	5
ENSG00000277351	0	0	1	0	9	3
ENSG00000103710	16	18	11	64	271	130
ENSG00000234438	0	0	0	0	1	0
ENSG00000278737	0	6	0	0	0	0
ENSG00000246922	98	52	108	29	72	24
ENSG00000259258	0	0	0	0	0	0
ENSG00000090470	1304	779	1182	619	1168	840
ENSG00000166855	1199	905	935	586	1143	784
ENSG00000138615	12	2	10	10	48	23
ENSG00000279268	0	2	0	0	0	0
ENSG00000201709	0	0	0	0	0	0
ENSG00000138617	257	218	225	94	230	120
ENSG00000206903	0	3	2	6	0	5
ENSG00000199568	10	5	11	17	22	9
ENSG00000259346	0	0	0	0	0	0
ENSG00000200156	37	41	72	77	53	43
ENSG00000174498	1786	1423	955	254	652	365
ENSG00000103742	289	324	276	119	234	145
ENSG00000074603	847	700	746	437	838	623
ENSG00000270690	0	0	0	0	0	0
ENSG00000259232	0	0	0	0	0	0
ENSG00000252217	0	0	0	0	0	0
ENSG00000074696	7174	6202	7034	3497	7122	4636
ENSG00000207449	0	0	0	2	0	0
ENSG00000138614	449	314	377	215	335	247
ENSG00000074621	149	80	132	96	314	142
ENSG00000275638	1	1	16	0	6	1
ENSG00000174485	853	666	854	434	549	587
ENSG00000238311	13	14	5	0	8	5
ENSG00000264737	0	0	2	0	0	0
ENSG00000103769	3403	2760	3131	2156	2852	2490
ENSG00000261544	11	3	0	4	7	0
ENSG00000259924	6	0	7	0	0	0
ENSG00000249271	4	5	4	8	2	2
ENSG00000283249	0	0	0	0	0	0
ENSG00000157890	103	67	84	38	45	60
ENSG00000263512	0	0	0	0	0	0
ENSG00000261318	0	0	0	7	0	0
ENSG00000166938	230	248	281	188	201	168
ENSG00000260773	0	0	0	0	0	0
ENSG00000075131	369	338	475	291	269	245
ENSG00000252712	7	0	5	25	0	5
ENSG00000223271	0	5	0	0	0	0
ENSG00000240821	0	0	0	0	0	0
ENSG00000169032	352	427	320	285	392	267
ENSG00000261102	0	0	0	0	0	0
ENSG00000243404	0	0	0	0	0	0
ENSG00000261351	44	34	30	14	30	9
ENSG00000174446	361	279	396	298	321	283
ENSG00000266589	0	0	0	0	0	0
ENSG00000174444	21401	13712	19623	9752	18977	13401
ENSG00000199574	0	0	0	0	0	0
ENSG00000280554	0	0	0	0	0	0
ENSG00000202529	0	0	0	0	0	0
ENSG00000199673	0	0	0	0	0	0
ENSG00000200623	0	0	0	0	0	0
ENSG00000174442	1034	706	872	621	791	583
ENSG00000188501	6	4	0	14	18	10
ENSG00000259471	0	0	0	0	0	0
ENSG00000137834	267	170	235	308	542	260
ENSG00000274995	1	1	3	0	3	0
ENSG00000270490	2	0	0	0	0	0
ENSG00000277152	0	0	0	0	0	0
ENSG00000259437	0	0	0	0	0	0
ENSG00000259289	1	0	0	0	0	0
ENSG00000259347	6	2	0	3	22	0
ENSG00000259246	0	0	2	0	0	0
ENSG00000166949	1825	1394	1721	1537	2008	1477
ENSG00000259202	0	0	0	0	0	0
ENSG00000103591	1164	820	1058	555	1147	765
ENSG00000242634	0	0	0	0	0	0
ENSG00000103599	69	50	40	60	133	107
ENSG00000259673	70	34	44	19	48	33
ENSG00000189227	642	520	512	313	683	459
ENSG00000270964	25	35	122	53	27	20
ENSG00000137764	1176	804	944	586	920	917
ENSG00000259512	0	4	0	1	0	5
ENSG00000188779	122	84	46	83	70	161
ENSG00000259410	0	0	0	0	0	0
ENSG00000245719	0	0	0	9	0	0
ENSG00000206625	5	0	2	0	3	0
ENSG00000261702	0	0	0	0	0	0
ENSG00000260109	0	0	1	0	1	1
ENSG00000033800	2702	1992	2040	1008	2099	1478
ENSG00000260007	2	1	1	0	0	7
ENSG00000129007	2	8	14	1	3	0
ENSG00000128973	36	15	26	14	17	11
ENSG00000260602	7	0	0	0	2	0
ENSG00000260657	0	0	0	1	11	2
ENSG00000169018	1806	1341	1226	725	1356	986
ENSG00000137809	11	26	15	120	206	95
ENSG00000286770	0	0	0	0	0	0
ENSG00000103647	1704	1241	946	429	608	685
ENSG00000271232	0	0	0	0	0	0
ENSG00000140350	5805	5035	4953	2605	4435	3543
ENSG00000265195	0	0	0	0	0	0
ENSG00000258484	0	0	0	0	0	0
ENSG00000259286	19	9	1	0	3	1
ENSG00000285919	0	0	0	0	0	0
ENSG00000137808	0	0	0	0	0	0
ENSG00000255346	3	6	0	0	2	0
ENSG00000288068	0	0	0	0	0	0
ENSG00000273851	0	0	0	0	0	0
ENSG00000259265	0	0	0	0	0	0
ENSG00000212766	4	0	10	2	1	21
ENSG00000259222	4	0	0	0	0	0
ENSG00000138604	219	152	116	154	205	211
ENSG00000261634	1	0	0	0	0	8
ENSG00000259504	0	0	0	0	0	0
ENSG00000137819	98	48	54	56	107	77
ENSG00000259645	0	0	0	0	0	0
ENSG00000259426	75	63	37	60	139	64
ENSG00000207395	0	0	0	0	0	0
ENSG00000137807	709	553	504	246	473	389
ENSG00000259191	0	0	0	0	0	0
ENSG00000137818	38933	32599	46141	30573	51673	33768
ENSG00000207119	0	0	0	0	0	0
ENSG00000259215	1	0	2	0	0	1
ENSG00000245750	48	11	28	9	23	25
ENSG00000259457	0	0	0	0	0	0
ENSG00000259496	0	0	0	0	0	0
ENSG00000259309	0	0	0	0	0	0
ENSG00000140332	1743	1235	1338	777	982	898
ENSG00000207965	0	0	0	0	0	0
ENSG00000200216	0	0	0	0	0	0
ENSG00000259252	0	0	0	0	0	0
ENSG00000259503	0	0	0	0	0	0
ENSG00000259473	0	0	0	0	0	0
ENSG00000287741	0	0	0	0	0	0
ENSG00000280639	0	0	0	0	0	0
ENSG00000259227	0	0	0	0	0	0
ENSG00000281264	0	0	0	0	0	0
ENSG00000280515	0	0	0	0	0	0
ENSG00000137831	1748	904	1298	803	2455	1308
ENSG00000259532	0	0	0	0	0	0
ENSG00000274297	0	0	0	0	2	0
ENSG00000259624	0	0	0	0	0	0
ENSG00000259452	0	0	0	0	0	0
ENSG00000235420	0	0	0	0	0	0
ENSG00000166173	393	317	273	236	444	266
ENSG00000259744	0	3	0	0	0	0
ENSG00000137821	1314	888	1164	661	866	922
ENSG00000259470	0	0	0	0	0	0
ENSG00000129028	112	91	98	92	47	65
ENSG00000242276	0	10	8	15	13	25
ENSG00000187720	357	226	221	212	668	482
ENSG00000225362	0	0	0	0	0	0
ENSG00000259964	31	34	8	9	24	22
ENSG00000259781	48	22	27	14	25	42
ENSG00000260586	0	0	0	0	3	0
ENSG00000212664	59	20	75	54	73	37
ENSG00000278408	0	0	0	0	2	0
ENSG00000278570	2	0	0	4	6	0
ENSG00000260037	0	0	0	0	3	0
ENSG00000066933	1325	955	812	431	1226	899
ENSG00000200873	0	0	0	0	0	0
ENSG00000261632	0	0	1	0	0	0
ENSG00000260576	5	0	9	0	0	0
ENSG00000222094	0	0	0	0	0	0
ENSG00000166192	156	162	130	67	83	84
ENSG00000243568	0	0	1	0	0	0
ENSG00000260173	0	0	0	0	0	0
ENSG00000175318	15	23	7	0	43	6
ENSG00000067225	7742	5141	5927	5122	8046	5308
ENSG00000137817	1113	774	851	404	531	532
ENSG00000273025	0	0	0	0	0	0
ENSG00000261460	0	0	0	0	0	0
ENSG00000140488	0	0	0	0	0	0
ENSG00000260729	0	0	0	0	0	0
ENSG00000213614	325	218	246	191	460	147
ENSG00000260339	9	1	1	0	1	5
ENSG00000243007	3	0	1	0	1	0
ENSG00000187806	0	0	0	0	0	0
ENSG00000261423	7	3	10	11	6	3
ENSG00000271072	0	0	0	0	0	0
ENSG00000261187	25	7	8	0	19	11
ENSG00000166233	2147	1524	1755	985	1902	1384
ENSG00000283798	0	0	0	0	0	0
ENSG00000260534	0	0	0	0	0	0
ENSG00000278313	0	0	0	0	0	0
ENSG00000260144	0	0	0	0	0	0
ENSG00000259783	0	0	0	1	3	0
ENSG00000260672	0	0	0	0	0	0
ENSG00000259909	0	0	0	0	0	0
ENSG00000215186	0	0	0	0	0	0
ENSG00000274350	0	0	0	0	0	0
ENSG00000175202	15	3	3	18	20	2
ENSG00000261281	0	0	0	0	0	0
ENSG00000140463	822	548	795	480	816	547
ENSG00000159322	598	357	413	232	474	243
ENSG00000260898	0	0	1	0	3	0
ENSG00000285729	0	0	0	0	0	0
ENSG00000259259	0	0	1	0	1	0
ENSG00000067141	4644	3575	3462	3097	5410	4589
ENSG00000259691	0	0	0	0	0	0
ENSG00000259440	0	0	0	0	0	0
ENSG00000259528	0	0	0	0	0	0
ENSG00000138622	234	115	88	64	110	113
ENSG00000259650	0	0	0	0	0	0
ENSG00000183324	0	0	3	0	0	0
ENSG00000259186	0	0	0	0	0	0
ENSG00000156642	1843	1422	1481	1308	2253	1950
ENSG00000281183	137	73	27	17	40	29
ENSG00000103855	1194	754	946	521	1576	831
ENSG00000276807	0	0	0	0	0	0
ENSG00000205363	134	120	95	30	53	59
ENSG00000260469	7	6	22	4	10	5
ENSG00000260624	0	0	0	0	0	0
ENSG00000167139	0	0	0	0	0	0
ENSG00000261801	124	139	87	46	129	95
ENSG00000129038	950	748	984	849	1879	972
ENSG00000067221	293	243	240	153	230	235
ENSG00000140464	384	276	267	178	398	318
ENSG00000287543	0	0	0	0	0	0
ENSG00000260096	0	0	0	0	0	0
ENSG00000159289	0	0	0	0	0	0
ENSG00000278604	0	0	0	0	0	0
ENSG00000214702	0	0	0	0	0	0
ENSG00000167178	3987	4422	2690	1143	688	1481
ENSG00000248540	355	269	577	94	50	76
ENSG00000261543	0	0	0	0	0	0
ENSG00000278348	0	0	0	0	0	0
ENSG00000129009	0	0	0	0	0	0
ENSG00000137868	4	2	1	0	1	0
ENSG00000140481	4	0	5	0	0	0
ENSG00000280309	0	0	0	0	0	0
ENSG00000261384	0	0	0	0	0	0
ENSG00000277749	0	0	0	0	0	0
ENSG00000140459	1	0	0	0	0	0
ENSG00000260266	0	0	0	0	0	0
ENSG00000261821	0	0	0	0	0	0
ENSG00000274937	0	0	0	0	0	0
ENSG00000277718	0	0	0	0	0	0
ENSG00000138623	1	1	0	4	0	8
ENSG00000277391	0	0	0	0	0	0
ENSG00000286696	0	0	0	0	0	0
ENSG00000138629	37	24	33	11	19	41
ENSG00000247240	4	0	3	0	0	5
ENSG00000260103	0	0	0	0	0	0
ENSG00000261775	0	0	0	0	0	3
ENSG00000212279	0	0	0	0	0	0
ENSG00000179361	341	214	325	75	97	50
ENSG00000179335	600	446	563	277	463	368
ENSG00000275527	1	0	0	0	0	0
ENSG00000260919	0	0	0	0	0	0
ENSG00000179151	325	312	271	261	239	295
ENSG00000140465	71	79	58	0	0	0
ENSG00000140505	65	23	63	3	11	0
ENSG00000103653	913	1041	919	867	668	796
ENSG00000264386	0	0	0	0	0	0
ENSG00000140506	0	0	0	0	0	0
ENSG00000261606	0	0	0	0	0	0
ENSG00000213578	0	0	0	0	0	0
ENSG00000140474	762	503	620	250	549	414
ENSG00000275411	0	0	0	0	0	0
ENSG00000140497	1584	1307	1157	651	1769	1071
ENSG00000178802	488	396	408	169	346	214
ENSG00000178761	843	562	700	236	594	359
ENSG00000178741	2450	2241	2125	1245	2164	1736
ENSG00000178718	125	117	100	61	77	72
ENSG00000198794	1131	891	712	321	625	485
ENSG00000261813	0	0	2	4	1	0
ENSG00000199580	0	0	0	0	0	0
ENSG00000260483	1	1	0	0	0	1
ENSG00000138621	27	29	22	13	37	41
ENSG00000260152	0	0	0	0	0	0
ENSG00000203411	0	0	0	0	0	0
ENSG00000252722	0	0	0	0	0	0
ENSG00000240366	0	0	0	0	0	2
ENSG00000167173	183	125	130	79	172	92
ENSG00000261779	0	0	0	0	0	0
ENSG00000287926	1	0	0	0	0	0
ENSG00000260660	0	0	0	0	0	0
ENSG00000260104	0	0	0	0	0	0
ENSG00000261205	0	0	0	0	0	0
ENSG00000167195	0	0	0	0	0	0
ENSG00000277295	0	0	0	0	0	0
ENSG00000140478	0	0	0	0	0	0
ENSG00000275992	0	0	0	0	0	0
ENSG00000260357	0	0	0	0	0	0
ENSG00000259790	5	4	4	2	7	6
ENSG00000140365	702	476	571	263	409	343
ENSG00000275645	21	9	14	15	21	21
ENSG00000140398	241	81	109	41	120	66
ENSG00000284343	0	0	0	0	0	0
ENSG00000140400	370	185	170	117	240	214
ENSG00000260274	29	24	31	19	29	27
ENSG00000169375	1723	759	1230	730	1347	970
ENSG00000241890	0	0	0	0	0	0
ENSG00000261714	0	0	0	0	0	0
ENSG00000276744	2	0	3	0	6	0
ENSG00000169410	642	578	669	363	724	461
ENSG00000260165	0	0	0	0	0	0
ENSG00000259931	2	0	0	0	0	0
ENSG00000260269	0	0	9	0	0	0
ENSG00000169371	392	265	437	312	455	346
ENSG00000260235	0	0	0	0	0	0
ENSG00000260206	0	0	0	0	0	0
ENSG00000177971	2150	1861	2133	942	2431	1343
ENSG00000275454	4	0	3	0	1	0
ENSG00000274515	0	1	0	0	0	0
ENSG00000173548	203	182	122	147	305	254
ENSG00000173546	24	37	11	91	218	95
ENSG00000260892	0	0	0	0	0	0
ENSG00000203392	0	0	0	0	0	0
ENSG00000182950	10	0	5	8	40	4
ENSG00000246877	8	9	7	0	0	0
ENSG00000260288	4	4	0	4	0	0
ENSG00000260815	0	0	0	0	0	0
ENSG00000261043	0	0	0	0	0	0
ENSG00000284385	0	0	0	0	0	0
ENSG00000187812	0	0	0	0	0	0
ENSG00000241807	0	0	0	0	0	0
ENSG00000261820	0	0	0	0	0	0
ENSG00000140367	1385	912	1241	789	1481	988
ENSG00000266308	0	0	0	0	0	0
ENSG00000167196	731	541	545	300	413	304
ENSG00000169752	15	0	8	8	15	0
ENSG00000260685	0	0	0	0	0	0
ENSG00000169758	27	21	30	10	24	29
ENSG00000259422	0	0	0	5	5	0
ENSG00000140374	1989	1493	2251	1077	2021	1431
ENSG00000196274	0	0	0	0	0	0
ENSG00000259581	0	0	0	0	0	0
ENSG00000287503	0	0	0	0	0	0
ENSG00000159556	108	61	113	2	42	17
ENSG00000259514	0	0	0	0	0	0
ENSG00000270036	0	0	0	0	0	0
ENSG00000140386	2445	1584	1740	1022	2142	1475
ENSG00000261232	0	0	0	0	0	0
ENSG00000266449	0	0	0	0	0	0
ENSG00000201510	0	0	0	0	0	1
ENSG00000117906	3057	2437	2828	989	1823	1245
ENSG00000243365	0	0	0	1	0	1
ENSG00000259565	0	0	1	0	0	0
ENSG00000140368	7	2	11	5	9	10
ENSG00000140391	3948	3052	3831	2134	3958	2497
ENSG00000259652	0	0	0	0	0	0
ENSG00000278991	53	23	14	2	12	1
ENSG00000269951	13	17	19	1	0	4
ENSG00000173517	756	567	744	664	1128	733
ENSG00000259722	0	0	0	0	0	0
ENSG00000230459	0	0	0	0	0	0
ENSG00000140382	772	639	840	556	827	693
ENSG00000279033	0	6	0	6	0	4
ENSG00000259362	12	5	24	25	66	9
ENSG00000259420	2	0	1	3	3	10
ENSG00000169783	1702	1553	1013	1152	1429	1509
ENSG00000259666	1	7	0	0	0	0
ENSG00000259281	0	0	0	0	0	0
ENSG00000280359	0	0	0	0	0	0
ENSG00000259213	0	0	0	0	0	0
ENSG00000260139	0	0	0	7	0	0
ENSG00000260776	0	0	0	10	0	0
ENSG00000261244	0	0	0	0	0	0
ENSG00000242066	0	0	0	0	0	0
ENSG00000214646	0	0	0	0	0	0
ENSG00000261403	3	0	0	0	0	0
ENSG00000261143	0	0	0	1	0	0
ENSG00000167202	96	76	108	138	252	139
ENSG00000259792	0	0	0	0	0	0
ENSG00000183476	0	1	0	0	0	0
ENSG00000199633	0	0	0	0	0	0
ENSG00000136425	866	850	725	503	602	588
ENSG00000166411	1654	936	1466	987	1411	1134
ENSG00000260988	3	0	0	4	8	2
ENSG00000103740	102	73	22	10	22	8
ENSG00000259708	0	0	0	0	10	0
ENSG00000140403	292	213	281	191	425	312
ENSG00000140395	506	343	459	284	457	362
ENSG00000272418	0	0	0	0	0	0
ENSG00000259562	29	1	3	0	10	6
ENSG00000259322	0	0	0	0	0	0
ENSG00000277482	0	2	0	3	0	0
ENSG00000279694	0	0	0	0	0	0
ENSG00000166426	8039	8276	10933	1678	3662	1728
ENSG00000259413	0	0	0	0	0	0
ENSG00000136381	3421	2466	2726	1323	2988	1901
ENSG00000259474	1	0	0	0	0	0
ENSG00000188266	15	10	18	5	22	22
ENSG00000279373	0	0	0	0	0	0
ENSG00000041357	2504	1933	2398	1783	2396	1515
ENSG00000169684	550	349	547	91	205	194
ENSG00000261762	73	20	55	7	4	0
ENSG00000080644	799	694	809	92	169	156
ENSG00000279421	0	0	0	0	0	0
ENSG00000117971	93	87	87	15	32	52
ENSG00000259555	0	0	0	0	0	0
ENSG00000261303	1	0	5	0	0	0
ENSG00000213307	10	3	10	1	6	1
ENSG00000273512	0	0	1	0	0	0
ENSG00000238166	0	0	0	0	0	0
ENSG00000136378	251	158	148	124	224	265
ENSG00000185787	5015	4266	5714	4557	6184	5443
ENSG00000288561	0	0	0	0	0	0
ENSG00000243711	1	5	6	2	13	11
ENSG00000252061	0	0	0	0	0	0
ENSG00000279235	1	0	0	0	1	0
ENSG00000103811	295	288	433	507	728	492
ENSG00000058335	83	24	33	17	14	38
ENSG00000177699	0	0	0	0	0	0
ENSG00000259234	0	3	1	0	0	0
ENSG00000207695	0	0	0	0	0	0
ENSG00000259419	23	14	25	0	8	2
ENSG00000235711	2	4	0	7	1	4
ENSG00000166557	374	385	307	679	816	660
ENSG00000287408	0	0	0	0	0	0
ENSG00000169330	156	85	82	59	98	137
ENSG00000259493	0	0	0	0	0	0
ENSG00000259208	0	0	0	0	0	0
ENSG00000260674	0	0	0	0	0	0
ENSG00000213527	0	0	0	0	0	0
ENSG00000259229	0	0	0	0	0	0
ENSG00000252995	0	0	1	0	1	0
ENSG00000259548	0	0	0	0	0	0
ENSG00000136371	77	39	84	26	108	79
ENSG00000261229	0	0	0	0	0	0
ENSG00000259332	0	0	0	0	0	0
ENSG00000279394	0	1	0	0	0	0
ENSG00000286813	36	0	0	7	5	5
ENSG00000180953	210	141	176	77	173	153
ENSG00000288592	0	0	0	0	0	0
ENSG00000278600	27	20	22	3	33	24
ENSG00000259642	57	47	53	53	76	34
ENSG00000288604	0	0	0	0	0	2
ENSG00000259770	0	0	0	0	2	0
ENSG00000140379	0	0	0	0	8	0
ENSG00000271364	0	0	0	0	0	0
ENSG00000279719	0	0	0	0	0	0
ENSG00000279705	0	0	0	0	0	0
ENSG00000275460	0	1	0	0	0	0
ENSG00000086666	1258	1030	1120	1259	1367	1264
ENSG00000103876	94	76	65	101	164	98
